DOC_NO,PLANT,STAGE,OEM,VEH,PJT,OCC_DATE,REG_DATE,RETURN_YN,RTN_DATE,CTM_DATE,HK_FAULT_YN,COMP_DATE,STATUS,LOCATION,MARKET,M_CODE,TYPE_NAME,CAT_NAME,SUB_CAT_NAME,D2_PROBLEM,D0_EMERGENCY,D4_SMMY,D8_RESULT,D4_ROOT_CAUSE,D5_COUNTERMEASURE,URL
QI-2019-00016,DP,Tech Service Only - Local,null,null,null,2019-09-01,2019-09-01,N,null,2019-09-18,Y,2019-11-30,Complete,Filed,null,3002663,Policy,S/W SEPA,S/W Sepa(due to EC),"Sidewall Sepa. (due to EC)
• 국부적 EC성 S/W Sepa.", • 공장 부적합 이력 조사,"-. '19.01~03월 Sidewall Joint부에 의한 EC 부적합 발생
   다른 부위 Ga.는 양호함","• S/W 압출물 절단면 개선 : Cutter 주기적 교체 ('19.03), 
• 성형 부착 관리 강화 : 할로겐 램프 위치 최적화 ('19.09), 스티칭 강화 ('19.03)
→ 종합적으로 검토후 '19.10월 G.QM 보고 완료
→ 압출물 절단면 근본적 개선을 위한 B2002호기 컷팅 Skiver 개선 中 (설비 투자 예정)",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F805AA56906D341DE0534C081FCA01E6
QI-2019-00015,HP,Tech Service Only - Local,null,null,null,2019-08-01,2019-08-01,N,null,2019-11-08,Y,2019-12-14,Complete,Filed,ASIA(China),3003548,Policy,Sidewall Crack,Sidewall Crack,"Sidewall Crack
 • 광주 점보버스(시내 전기버스) 공급중인 타이어(PB 상품)에서 Sidewall Decoration 부에 Crack 발생 ","•  CTC)TB개발팀 및 재료개발팀 1차 분석 ('19. 9/6)
   → 1차 분석 결과, 특이사항 찾기 못해 추가 분석을 위해 테크노돔으로 타이어 분석 위계
•  사용조건 추가 조사 요청 및 연구소 고품 분석 진행 中 (~11/8)
   ① 사용 조건 상세 요청 : 질문지 작성하여 중)기서+G.기서에 요청
   ② 고품 분석 : 재료/물성 측면 분석 진행
   ③ Spec 확인 시험 : Tread 압출물 수준 및 단면 적정화 검토 (☞ Hp)기술팀)
     ☞ 중국 RTC 에서 고품 2ea 분석한 결과, 
       Cap Tread or Sub Tread 끝단부와 Decoration 골이 일치할 경우, Crack 이 더 심함을 
      확인하였여, Spec 확인 시험을 통한 Tread Profile 변경 필요여부 검토 예정","• 고품 분석결과 공유
     → 물성, 상/하측 노방제, 배합제 분석결과, 국내 Worn-out 타이어와 비교시 일반적인 노화수준 
        범위내의 결과를 보이며 특이사항 없음","• 사용조건 추가 조사 및 고품 분석은 지속 진행하되, 
  이슈 대응의 신속성을 요하는바, 아래와 같이 Mold 개조 先 진행을 통한 이슈 대응키로 결정
  -. SU02(SU01 대체 공급 예정 상품)을 AU81과 동일한 Deco. Design으로 개조 결정(Mold 2조)
     → 몰드 개조 발주 완료 (10/15), 입고 완료 (12/14)
     → 개조 공급 후, Crack 개선관련 품질 효과 확인 후, AU05, AU04도 동일한 이슈 
        재발 방지를 위해 Deco. 개조 확산 전개 결정 예정",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F805B4FAB8783429E0534C081FCA5C40
QI-2019-00013,KP,Tech Service Only - Local,null,null,null,2019-07-01,2019-07-01,Y,2020-02-01,2019-12-31,Y,2020-09-04,Complete,Filed,Europe,3003748,Policy,Sidewall Crack,Sidewall Crack,"Sidewall Crack (Torque성)
• Sidewall 활자부(활자 edge) 또는 비활자부에 사선방향의 Torque crack 발생"," • 고품 단면/재료 분석 예정 [재료연구1팀, TB Europe Project]   
  -. 연구소 분석 대상 고품에 대해 터키 창고로 수거중이며, 수거 완료 후 송부 예정 (~11/31)  
 • Spec 확인 시험 先 평가 완료 [10/8, Kp)품질기술2팀]  
  -. 터키 Return Tire clinic 시 해당 규격 고품 2ea 확인한 결과, 
     Sidewall Rubber ga. 수준이 약 1.5mm 가량 두꺼운 수준임을 확인
    → Kp)품질기술2팀에 Spec 확인 시험 요청 후 의견 F/B 완료 (10월 8일)
       : 양시~Spec 확인 시험 결과, SRG(5.5±0.5mm)가 6mm 수준으로 Spec 적정화 필요","• 고품 분석 결과
   → 고품 도착 (2/5), 외관 분석 완료 (2/7)
   → 단면 및 재료 분석: 시편 제작 및 CTL 의뢰 (2/6) → 재료분석 완료(4/8)
   → 배합제 성분상 특이 사항 없음. 
   → 노방제 잔량은 기존 Test 결과 비교 시, Crack 미발생품 대비 낮은 수준
      (기존 Test 결과 : 245/70R19.5 AH35)
   → 고품 단면상 S/W Ga. Spec out (6.5mm 수준) 부위에서 Crack 발생, Spec 5.5mm 수준에서는 Crack 미발생
   → SRG 차이에 따른 Sidewall 부 Strain 해석 결과 자료 확보(해석담당자 : 이동규 님)  ","• Sidewall Rubber Ga. 적정화 Spec 변경 추진 中
  -. SRG 허용치(5.5±0.5mm) 수준 최적화 유지를 위한 Sidewall Major change 진행 평가 완료
    [컨셉 : S/W ga. 1mm↓, B/F Ht. 5mm↓, #2 I/L ga. 0.6mm↓(이론계산치 4.0mm 표준내 변경)
   → 실내 평가 진행 완료 (목표치 달성)
   → ARAMIS 및 노화 내구 평가 → ARAMIS 평가완료(3/25), S/W Crack 재현 평가 진행 中
   → OE 규격으로 중량 Down에 대한 협의 진행 완료 (G.OE품질팀) → 양산 Spec 변경 심의 후 Spec 발행 
   → G.OE 역량 강화 회의 협의 완료 (7/24) 
   ♠ 회의록 접수 후 G.OE품질팀 승인 추진 및 Spec 발행 (9월 1주限)",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F805AA569069341DE0534C081FCA01E6
QI-2019-00014,JP,Tech Service Only - Local,null,null,null,2019-07-01,2019-07-01,Y,2019-09-02,2019-10-29,Y,2019-10-29,Complete,Filed,Europe,1016000,Policy,Groove Crack,Groove Crack,"Groove Crack
• 이태리 거래선에서 창고 보관된
   새제품에서 Groove crack발생","• Spec. 및 제조 이력 확인상 특이사항 없음
• 추가 시장조사 및 crack 발생 2본, crack 미발생 1본 테크노돔 송부
  → 테크노돔 입고(9/2) 
• 외관 확인(9/3) 결과 C/T 컴파운드의 Hardness 높아진 상태
  → 장기 재고를 감안해도 경화가 많이됨, crack 발생 1본은 야외 방치 추정
• 단면 및 재료 분석 완료(10/25)
  → 단면 비교 분석 상 LOT품과 Ga. 특이점 발견되지 않음
  → 재료 분석 상 정상적 컴파운드 사용되었고, Tread 부위 노화 정도가 상대적으로 높게 확인됨","Tread가 노출된 어떠한 환경에서 열 등에 의한 노화가 진행된 것으로 추정됨
           → 노화 진행 후 물리적 외력이 있는 조건에서 Crack 발생 추정됨","• 후속제품 H750 출시 ('18.04)
  - 동일 이슈 접수 없음",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F805247A1A85277EE0534C081FCAA072
QI-2019-00012,CP,Development,GM,Verano,JCSB,2019-06-01,2019-06-01,N,null,2019-06-04,Y,2019-07-01,Complete,Test,ASIA(China),1024007,Performance,R&H,Wet Handling,"승인품과 P생산품간
Braking traction (Wet & Dry Muslip)  성능차이",Null,불명,시간 / 공수 소요 / Test 비용 소요,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80534B888F127B2E0534C081FCAB91B
QI-2019-00008,CP,Development,Ford,Mondeo,CD542 4DR,2019-05-01,2019-05-01,N,null,2019-05-04,Y,2019-05-31,Complete,Test,North America,1027044,Performance,Lab test,RR,"시험용 Sub Tread 오규 사용
(Spec U36 vs. 실물 U35)",Null,후 규격 Subtread 섞임,시간 / 공수 소요,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F804AD2679531130E0534C081FCA17A4
QI-2019-00011,HP,Tech Service Only - Local,null,null,null,2019-05-01,2019-05-01,Y,2019-07-19,2019-08-22,Y,2019-08-22,Complete,Filed,South America,3002331,Policy,Bead Crack,Bead Crack,"Bead Barcode Crack
 • 바코드 부착 부위 고무 단차로 인한 응력 집중으로 Crack 발생"," • 분석 결과 [3ea 분석, 고품 접수 : 7월 11일, 분석 완료 : 8월 22일]","-. Bead Barcode 부착 위치 불균일(Heel line에 걸쳤거나, 낮게 부착)에 의해  Barcode 상단
      단차부에 응력 집중을 유발하여 Crack 발생
   -. Barcode crack 보다 Bead 내부에 Crack or Sepa. 가 먼저 발생되었을 가능성을 염두하여
      ITT 및 단면분석하였으나, Bead 내부에 Air入/Crack/Sepa. 흔적 없음 (국부적 Crack임)
   -. LOT품 및 고품 모두 HSG.H-y 가 평균 4mm 이상으로 안정적 수준임(Min.≥3.0mm)","• 성형공정에서 Bead Barcode 부착 위치 관리 강화 [Cp)품질관리팀, Cp)기술팀, Cp)제조팀]
   -. Barcode 수동 부착시 PA Joint 부위 부착 금지('19.5/9~), 
      자동 부착 설비 사용 검토중 (CP)품질관리팀 회신 대기중)",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F804CC5163701B85E0534C081FCA8DA2
QI-2019-00010,HP,Tech Service Only - Local,null,null,null,2019-05-01,2019-05-01,N,null,2019-06-30,Y,2020-01-30,Complete,Filed,ASIA(China),3002962,Policy,BPS,Circumferential Bumpy Sidewall by finger roll,"BPS (Finger roll)
 • 남경 Fleet에 공급한 타이어에서 
   Finger roll BPS 현상 확인
   (사용 공기압 9.5~10kg/cm2)","•  Hp)기술팀 1차 원인 분석 및 평가 결과 ('19.5/25)
    : 성형 Shaping Drum Finger 압력 등 세팅 조건 최적화 진행하였으나 개선 효과 없음
•  유관팀 회의 실시 및 추가 개선안 수립('19.6/4)
    : 성형기 조건 동시 변경 평가 및 Sidewall 압출물 변경 평가 (Hp→KP)","-. 성형 Shaping Drum Finger 압력 등 세팅 조건 최적화 진행하였으나 개선 효과 없음
-. 성형기 조건 동시 변경 평가 및 Sidewall 압출물 변경 평가 (Hp→KP)","• 개선 Spec 적용 완료: Bead filler Ht. 90 → 110mm (7/17)
   ☞ 이전 제품대비 개선효과 있으나 경미한 BPS 존재
       이후 Safety Issue는 아니므로 정책 보상 중단. (이후 해당 거래선 판매 중단됨)
• 추가 시험용 진행(Bead Filler ht 변경 + S/W Ga. Down, 8/28)하였으나 개선 효과 미미함
• Spec 변경품에 대한 정성/정량적 효과 파악을 위한 ARAMIS 평가 완료 (10/15)
  -. 평가 규격 1) TH22(구 현용) vs TH22(B/F Ht. up 적용품)
     평가 규격 2) AM15(B/F + S/W 동시변경품) vs AM15(B/F Ht up. 단독 적용품)
     ☞ ARAMIS 결과를 분석했으나, 타이어 전체를 측정하여 정확도가 저하되어 정확한 Dim. 산출 어려움.
  -. ARAMIS 대신하여, 추가로 3D Scan 측정 후 최종 결과 F.U 예정
     : 3D Scan 의뢰 완료 후 평가 진행 中 (~'20.01월)",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F804E92606BB1B9BE0534C081FCAE366
QI-2019-00009,KP,Tech Service Only - Local,null,null,null,2019-05-01,2019-05-01,Y,2019-09-06,2019-11-20,Y,2020-05-22,Complete,Filed,Europe,3003383,Policy,Groove Crack,Groove Crack,"Groove crack
* 일반 Tractor에서 사용중인 AW02 Groove crack 이슈 접수 (8본).","* 이전 Stone drilling 이슈 개선품 (중국산) 판매시, 이슈 없었으나 원산지 변경 (-->Dp)이후,
  본 이슈 발생한다는 의견 (법인 엔지니어)
* Spec검토 결과, 개선항목 모두 적용된 제품임을 확인
* 연구소 요청으로 고품 송부 및 도착 (9/6)
* Dp 생산이력 검토결과 특이점 없음, 
  단 가류조건이 일부 상이하여 일원화 선진행 (C57→C59, 7/18)
* 단면 및 물성분석 (~11/15일)
  Groove crack 재현시험 (노화 Chamber 고장으로 '19년내 평가 불가능 예상)","* Aramis 분석결과, HP 생산품 대비 DP 생산품의 원주상 일부 Mold Parting부의 단차 현상이 있으며, 이것이 불리 요소 중 하나로 보여짐. (11/2일)
   - DP Mold부 Parting부 단차 개선 추진 요청 (11/20일)
* 연구소내 G.crack 재현시험 예정 (11월29일)
* 연구소내 Test 설비 고장문제로 진행 미진
* 추가 발생분에 대해서는 Mold No. 및 Barcode No. 추가 정보 확보 예정 (본사 요청)
* 기 발생분에 대한 해당정보 확인후 추가 공유에정","* KP 로 공장지 이관 개발하여 판매하며 (20.4월) 해당 이슈에 대해 KP 노방제 증량 효과 및 
  이슈된 규격 KP 이관 효과 지속 F-up 진행
* 노방제 증량 기적용된 금산공장으로 이관 개발 추진중 (~5월)
  → 2020.4.7 KP Belt Lift율 변경 T-spec 발행, 4.22 양산시험 진행 예정
  → 양산시험 결과 확인후 양산스펙 발행 예정(5월)
* 오존노화 Test완료 (1월 4주) : Hp제품에서만 Crack발생
* 노화 완료품 주행시험 대기 : 시험Capa문제로 일정조율 필요 (2월 2주) → GC 재현시험 완료
  → GC 재현시험 평가 완료(HP현용, DP일반가류, DP저온가류, DP Lift율 변경 제품) : HP, DP현용제품 GC 발생
  → DP Lift율 변경 시험용 GC 미발생 : KP 이관개발 제품 Belt Lift율 변경 적용하여 양시 진행 중
* 양시품 제조 완료(5/5), 양시평가 진행 후 정규스펙 발행 완료(5/28)",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80522BF91A22749E0534C081FCAA808
QI-2019-00006,MP,Development,Benz,S-Class,BR223,2019-04-01,2019-04-01,Y,null,2019-04-04,Y,2019-05-01,Complete,Test,ETC,1022263,Manufacturing,NCF,UF Yield,고속 Uniformity & 고차 Har’ 요구수준 만족 못함,null,"- Mold분할 & Pitch배열 등
- 완벽한 원인 조사 안됨",수많은 Trial / 시간 / 공수 소요,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F804689D4765106BE0534C081FCAA4E5
QI-2019-00007,HP,Tech Service Only - Local,null,null,null,2019-04-01,2019-04-01,N,null,2019-05-15,Y,2019-06-14,Complete,Filed,ASIA(China),3002377,Policy,Sidewall Crack,Sidewall Crack,"Sidewall Indicator Crack
   1) 23개는 한국 상품 동규격 AU04에서 발생한 Issue와 동일함. 
   2) 나머지 3개는 S/W Indicator가 없는 부위에서 S/W Crack이 발생하여, 이 부분에 대해 
      추가 발생 여부 확인 필요."," • CTC 고품 사진 분석 결과 (총 26개 사진)
   1) 23개는 한국 상품 동규격 AU04에서 발생한 Issue와 동일함. 
   2) 나머지 3개는 S/W Indicator가 없는 부위에서 S/W Crack이 발생하여, 이 부분에 대해 
      추가 발생 여부 확인 필요.","-. 한국 상품 동규격 AU04에서 발생한 Issue와 동일함
-. 최종 삭제 결정[품질부문/판매 유관팀/연구소] 및 Mold 개조 진행","중국 AU81 Sidewall Mold Indicator 삭제/개조 관련 연구소 의견 송부 (5/2)
• 최종 삭제 결정[품질부문/판매 유관팀/연구소] 및 Mold 개조 진행
  - 275/70R22.5 AU81 - 개조 완료 후 입고 [6/1 완료]
  - 상기 규격 외 추가 11개 제품 (11R22.5, 275/70R22.5, 9R22.5 AU05, SU02, UF19, SU01, AU81) 
    Mold 개조 완료 및 진행 中 [~6/30 內 완료 예정]
   *. 단, 구주 판매 AU04와 공용 몰드를 사용하는 295/80R22.5 AU05 제외
   *. 전기버스 전용 상품 AU06 제외 → 신 Indicator profile(10X2.5mm)로 판매 후 품도 검증 예정 ",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F804689D4769106BE0534C081FCAA4E5
QI-2019-00004,DP,Development,Ford,Transit,V363N,2019-03-01,2019-03-01,N,null,2019-03-04,Y,2019-03-31,Complete,Test,North America,2001863,Performance,Lab test,RR,승인품과 P생산품간 RR 차이 (8.6 vs. 8.9/9.0),Null,불명,"공급 배재 (200억?)
한국타이어 신뢰 하락 
  : ""기본이 안되어 있는 회사다""",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F803FF08EF0C0328E0534C081FCA7A7B
QI-2019-00005,CP,Tech Service Only - Local,null,null,null,2019-03-01,2019-03-01,Y,2019-03-21,2019-04-23,Y,2019-05-27,Complete,Filed,ASIA(Korea),3002820,Policy,S/W SEPA,S/W Sepa(due to EC),"Sidewall Sepa. (due to EC)
• 중경산 대형 Cargo 상품인 UF22에서 EC성 Sidewall sepa. 발생됨. 타이어 내측 국부적인 1개소에 Carcass Cord 가 노출되어 있으며, Sidewall 외측은 별모양의 Sepa. 가 발생됨. 전형적인 EC성 Sidewall sepa. 임."," • 고품 분석을 통한 원인 분석 완료
   1) 발생 고품 13ea 사고 형상 분석 (3/21): 사고부, 사고 반대부 Side 컷팅 → 총 52개 부위
       → 반제품 부족에 대한 추가적인 분석이 필요하여, 해당 고품에 대한 
          Cut Sample 단면 확보 (3/25)
   2) 고품 Cut Sample 단면 분석을 통한 연구소 1차 원인 분석 보고서 작성 (4/10)
       → G)기서팀 품질 회의 시 발표
   3) 연구소 2차 원인 분석 보고서 송부 (4/23)
       * 주요 원인 
         -. Sidewall, Sho'd wedge, Tread 주요 압출 반제품 Ga./폭 부족
         -. 성형 Joint 편차(Open), Carcass cord 원주상 국부적 배열 불균일(성형 설비 편차)","-. Sidewall, Sho'd wedge, Tread 주요 압출 반제품 Ga./폭 부족
-. 성형 Joint 편차(Open), Carcass cord 원주상 국부적 배열 불균일(성형 설비 편차)","• 제조~검사 측면 개선/재발방지 대책 시행 [제490차 G.QM위원회 발표(5/24), Cp)품질관리팀]
    -. 성형공정 : GT sidewall turn up ht. 관리, 반제품 Ass'y폭 및 PA폭 집중 관리 [19.4월~]
    -. 압출공정 : 압출설비 정지시 국부적 Ga. 변화 최소화 작업, Sidewall, Shoulder 압출폭 및 중량 
                    관리 강화 ['19.3월~]
    -. 중량관리 : GT 중량 관리 강화 (GT 중량 1.5% 하회시 S/W부에 스트립고무 부착) ['19.1월~]  
• Spec 측면 보강 적용 발행 완료 ['19.05.13~]
   ☞ EC 관련 강건 Spec 발행 _Minor change (4/29)
       -. PA폭 : 1240 → 1260mm 
       -. Carcass 폭 : 785 → 790mm
       -. BSD 확대 : 689 → 692mm
• 8D Report 종결 보고 ☞ 품질 모니터링 전환 및 이슈 종결 통보 ['19.05.27]",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F8047B99185110B9E0534C081FCA26E0
QI-2019-00002,IP,Tech Service Only - Local,null,null,null,2019-02-01,2019-02-01,Y,null,2019-02-19,N,2019-07-30,Complete,Filed,North America,1014232,Policy,Non-conformity_Manufacturing,Black in White,"BIW
• White Ribbon 규격의 Ribbon부위에
 검은색 고무 노출
(Tire Rack 거래선에서만 이슈제기)","• PA Joint 부위 Butt joint이나, 오버랩 발생 시 해당 BIW 발생율 증가
• BIW 검사기준 무결점이나, Ip 자체적으로 BIW 높이 2mm미만품에 대해 출하","• White 규격 이슈 발생여부 전량 검사 실시
  - HK 미국 창고 : Tire Rack 공급 규격 전수검사 출고 (2/22~)
  - Ip 창고 : 창고 재검 침 출하 시 전수 검사 (2/26~)","• BIW 무결점 외관 검사 기준 적용 (3/11)
  - 기준 적용 이후 일부 검사자 검사Miss로 BIW 일부 발생 (미국창고/ '19.05)
    → 무결점 검사 기준 재교육 및 외관 검사/ BIW 재작업품 이상 여부 일간 모니터링 실시 
    → 추가 이슈 제기 가능성 있어 미세1mm이하 → 무결점으로 전량 검사 적용 (5/8~)
• BIW 개선 : 북미 White Ribbon 규격 성형방법 개선(Minus 조인트) 및 Cover Strip 수동 부착적용(7/23~)
• 공정별 개선 Point 적용
  - 압출 Ga.관리 및 적정화, Butt joint 작업자교육, 버핑 공기압 적정화 (2/28~)",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F801AFE0F836BDD5E0534C081FCA101C
QI-2019-00003,DP,Tech Service Only - Local,null,null,null,2019-02-01,2019-02-01,N,null,2019-02-26,Y,2019-02-26,Complete,Filed,North America,2020521,Policy,Non-conformity_Manufacturing,Branding Damage,"DOT Missing(재각인 누락)
• DOT 각인 누락",• DOT 부적합 발생후 재작업품에 대한 수리 및 외관검사 미실시,"  - DOT 수리(그라인딩→DOT 재각인) 중이던 규격 그라인딩 이후, DOT 재각인 없이 투입
  - 외관검사시 DOT 검사 Miss","• DOT 스텐실 타입 부착력 향상 및 기준 수립 
• 재작업품 검사도장 DOT no. 옆 날인 (2/26~)
• 재작업 내역 바코드 스캔 및 전산등록 (2/27~)
  재작업품 별도 보관구역 설정하여 구분관리 강화 (2/28~)
• 개선 Process 전공장 확산 적용 (3월)",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80338C5215FEA4CE0534C081FCA120E
